,Review,Ratings
6720,Excellent Very nice quality and especially for indoor this colored ones helps for better Visibility.READ MORE,5
6722,Not good A couple of shuttles had more speed than expected. Overall good product.READ MORE,3
6724,Brilliant AmazingREAD MORE,5
6725,Classy product its a very good productREAD MORE,4
6726,Fabulous! always preferred choice this one...I like itREAD MORE,5
6727,Brilliant good quality but on the slower side even for outdoor.READ MORE,4
6728,Wonderful excellent product thanksREAD MORE,5
6729,Good Very nycREAD MORE,5
6730,Excellent product is as expected. but the one that I am very satisfied is with the delivery. ordered the night before and received the product in hand by 8AM next day. 5/5 to the seller for quick deliveryREAD MORE,5
6732,Highly recommended goodREAD MORE,2
6733,Terrific Excellent product with very fast delivery ...wonderful service Flip KartREAD MORE,5
6736,Fabulous! supperREAD MORE,5
6737,Mind-blowing purchase highly durableREAD MORE,5
6738,Classy product superbREAD MORE,5
6739,Super! better 👍READ MORE,3
6740,Just wow! PRODUCT IS OF VERY GOOD QUALITY BUT PROPER ATTENTION SHOULD BE GIVEN TO DELICATE ITEMS DURING TRANSPORTATION.READ MORE,5
6741,Fabulous! good qualityREAD MORE,5
6742,Horrible Good product.Worth for priceREAD MORE,5
6743,Fabulous! wonderfulREAD MORE,5
6744,Excellent fineREAD MORE,5
6745,Terrific Very good product..READ MORE,5
6747,Just okay this is original yonex good shuttle lasts long and flight path is excellent for outdoorsREAD MORE,5
6749,Wonderful fast delivery ....thanks fksuper original productsREAD MORE,5
6750,Expected a better product nice productREAD MORE,5
6751,Expected a better product goodREAD MORE,5
6752,Worth every penny packing of the box is not good one of the shuttle got tear due to worst packingREAD MORE,1
6755,Nice product no words... simply superbREAD MORE,5
6757,Worth every penny fast shuttles.READ MORE,3
6759,Brilliant best shuttle thanku flippant ☺😊😇😇READ MORE,5
6760,Nice Product is not goodREAD MORE,2
6761,"Really Nice I honestly had a bad experience with it. The shuttles looked fine but after 3-4 games, I would say intermediate level, it started tearing off.READ MORE",2
6762,Nice product Happy with this productREAD MORE,5
6763,Super! exlent superREAD MORE,5
6764,Super! Very goodREAD MORE,5
6765,Good reliable shuttle! RecommendREAD MORE,4
6767,Just wow! It is best product. I am using it from one month it is still goodREAD MORE,5
6768,Bad quality Shuttles quality not up to markREAD MORE,5
6769,Useless product I am playing from 3 yrs and I got this the best shuttleREAD MORE,5
6770,Moderate It's very fast shuttle But after playing 1 day its okREAD MORE,3
6771,Pretty good overall good but some times shuttles are way fast to play i.e I used to order 4 pack a month and every 1 or 2 month 1 of the pack all the shuttles are having this issue may be duplicate..READ MORE,4
6772,Brilliant nice corkREAD MORE,4
6773,Worth the money good oneREAD MORE,5
6774,Delightful nicee product use fulREAD MORE,5
6775,Pretty good Good shuttle for indoor use. We are a bunch of intermediate to advances shuttlers and the flight of these greencap shuttles is good. There can be some variation though from one box to another in the speed.The shuttle lasts a long time and that can be a problem because the flight pattern changes after say 12-15 games. So you may want to toss the shuttle once it reaches that stage.Overall a very good value for money plastic shuttle that plays somewhat similar to feather but lasts a lot lon...READ MORE,5
6776,Just okay supperREAD MORE,5
6777,Just okay found genuine and delivered well on time.READ MORE,5
6778,Pretty good niceREAD MORE,2
6779,Must buy! All Ball shakes....very Bad...READ MORE,1
6780,Utterly Disappointed the shuttle was not good very slow and it broke in 1 day one shuttle . where was I purchased offline it was going for 3 daysREAD MORE,2
6782,Fair original one good qualityREAD MORE,5
6783,Mind-blowing purchase Long lasting. Good Quality. This shuttle is good for begineers.READ MORE,4
6785,Simply awesome SuperREAD MORE,4
6786,Not good the shuttlecock speed is fast compared to what my friend's bought. I doubt the quality of the packREAD MORE,3
6787,Simply awesome Product Good... But delivery delay in Bangalore city inside itself...HmmREAD MORE,3
6788,Highly recommended genuine product but packaging is wrostREAD MORE,4
6789,Pretty good product is too much good but packaging are not good. please improve your packaging sir/mam.....ThankuREAD MORE,5
6790,"Wonderful very bad, cheap quality, high cost, watage of money.READ MORE",1
6791,"Decent product good ,it's originalREAD MORE",5
6792,Just okay Durability of MAVIS 350 SHUTTLE CORKS is not to the expected level now the quality has decreased please check and revert backREAD MORE,3
6793,Just okay Buying yonex online will always benefit you cost wise. My only complaint is that the box was a bit squashed due to transportation.READ MORE,5
6794,Very Good very much durable for Rs.701  its awesome ...very durable ..READ MORE,5
6795,Worth the money love itREAD MORE,5
6796,Perfect product! best shuttle in this price range .but this one was very bad whole box lasted only for 18 days .as I am regular buyer this box lasts for minimum of 40 days.but maybe the old stock was given this time . although the best product in this price tangeREAD MORE,2
6797,Excellent Good stuff.READ MORE,5
6798,Useless product awesomeREAD MORE,5
6799,Very Good goodREAD MORE,4
6800,Brilliant Good product...READ MORE,5
6801,"Classy product packing not Well, your packing not protect to productREAD MORE",3
6802,Highly recommended good oneREAD MORE,3
6803,Simply awesome shipping was not handled well and shuttles overturned by thatREAD MORE,3
6804,"Just wow! plastic cover was torn slightly, product goodREAD MORE",4
6806,Excellent yoo...got orignal product😊READ MORE,5
6807,Value-for-money Nice Shuttles.READ MORE,5
6808,Wonderful i can't rate it. its too High price than offline...READ MORE,1
6809,Nice product is good but service is worstREAD MORE,4
6810,Good one good shuttle close to feather speedREAD MORE,5
6811,Could be way better Genuine product. Great delivery time. Totally Satisfied.READ MORE,5
6812,Terrific super qualityREAD MORE,5
6813,Fabulous! Recive original product thanksREAD MORE,5
6814,Nice product packing and parsal both are good qualityREAD MORE,5
6817,Value-for-money GreatREAD MORE,4
6818,Simply awesome orginal mavis 350...gd productREAD MORE,4
6819,Decent product not goodREAD MORE,3
6820,Worth every penny Good productREAD MORE,4
6821,"Classy product Good, but looks like old stockREAD MORE",2
6822,Classy product I received the product safeREAD MORE,5
6823,Terrific good oneREAD MORE,5
6824,Best in the market! genuine product delivered...READ MORE,4
6825,"Good quality product some of bird heads are stained with little mud. I was worried whether these are used ones, but those are good in flight and quality.READ MORE",4
6826,Worth the money Its original. Verified by its scratch code.READ MORE,5
6827,Nice product same good qualityREAD MORE,4
6828,Awesome nice app reliable and genuine products are delivered  thanksREAD MORE,5
6829,Must buy! Shuttle is too slow not as what we get from the offline marketREAD MORE,3
6830,Superb! goodREAD MORE,5
6831,Utterly Disappointed Great product. But charges was high in online purchases near by sports shopREAD MORE,5
6832,Useless product fantasticREAD MORE,5
6833,Fabulous! impressiveREAD MORE,5
6836,Good it's good productREAD MORE,4
6837,Yonex Good and very fast deliveryREAD MORE,5
6838,Excellent good price 700/-READ MORE,5
6840,Best in the market! Fantastic Quality!READ MORE,5
6841,Brilliant Don't buy this product from flipkart. All the shuttle from the box are wobbling.READ MORE,1
6842,Best in the market! Total barrel was bad.READ MORE,1
6843,Highly recommended great and cheap as per marketREAD MORE,5
6844,Perfect product! As always a good PickREAD MORE,4
6845,Wonderful nice product...u can go for itREAD MORE,5
6847,Classy product Good productREAD MORE,3
6848,Not recommended at all this is the best ever i have recieved everREAD MORE,5
6849,Really Nice Gud shuttle... Worth the penny...READ MORE,5
6850,Did not meet expectations good in lessREAD MORE,5
6851,Just okay HappyREAD MORE,5
6852,"Perfect product! excellent quality, strong shuttle for practice, very much durableREAD MORE",5
6853,Super! very worst shuttle comeREAD MORE,5
6854,Worth every penny Good product. Genuine. Delivery on time.READ MORE,5
6855,Not good ExcellentREAD MORE,5
6856,Wonderful nice oneREAD MORE,4
6857,Decent product greatREAD MORE,5
6858,"Must buy! worst standard of packing and product. box was already crushed from one side, no fillers to protect the box. shuttle container lid is so cheap and thin that it's almost see through type of lid. Flipkart and Yonex should check the authenticity of the product and sellerREAD MORE",1
6860,Decent product Very poor quality shuttles. Not withstanding even one hour singles gameREAD MORE,1
6861,Awesome there are 2 damaged shuttles out of 6..not satisfiedREAD MORE,3
6863,Pretty good niceREAD MORE,5
6864,Pretty good Awesome productREAD MORE,5
6865,Absolute rubbish! badREAD MORE,2
6866,Excellent the price is high.. in local market RS 50 lessREAD MORE,4
6867,Perfect product! ok seems okREAD MORE,3
6868,Nice genuine product...READ MORE,5
6870,Simply awesome These shuttles are different compared with what we buy from showroom.. Don't know the exact reason. These shuttles look like cheaper quality. That's why a three star...READ MORE,3
6871,Pretty nice good conditionREAD MORE,5
6873,Just wow! okREAD MORE,4
6874,Terrific purchase OkREAD MORE,4
6875,nice product 2 out of 6 shuttles were defective.READ MORE,1
6876,Unsatisfactory niceREAD MORE,5
6877,Awesome thank youREAD MORE,5
6878,Wonderful quite wellREAD MORE,3
6879,Must buy! suttles are good but packing is very poorREAD MORE,3
6880,Brilliant very niceREAD MORE,5
6881,Pretty good These are really nice shuttle under a good price range.READ MORE,4
6883,Brilliant nice one...READ MORE,5
6884,Super good productREAD MORE,5
6885,Terrific nice and durable..slow speedREAD MORE,4
6886,Terrific Bad qualityREAD MORE,1
6887,Must buy! I am playing badminton from last 6 month. Quality has been good so far but I believe they will make better Shuttle in coming soon.READ MORE,5
6889,Worth every penny good qualityREAD MORE,5
6890,Fair it was good product niceREAD MORE,5
6891,Decent product good qualityREAD MORE,4
6892,Nice product nice product. Reached earlier than expectedREAD MORE,4
6893,Best in the market! good oneREAD MORE,5
6894,Highly recommended Good quality..READ MORE,5
6896,Terrific purchase its a good productREAD MORE,5
6898,Best in the market! good product. Thanks for fast delivery.READ MORE,5
6900,Mind-blowing purchase okREAD MORE,3
6901,Classy product It is goodREAD MORE,3
6902,Could be way better good replacement Service as i first gets a defective productREAD MORE,4
6903,Does the job Nice good priceREAD MORE,5
6905,Best in the market! Very competitive price. Fast delivery.READ MORE,5
6906,Good quality product 100 % originalREAD MORE,5
6908,Very Good NiceREAD MORE,5
6909,"Very Good good shuttle , thanks to Flipkart for a speedy delivery, product is authentic n original.READ MORE",5
6910,Super! Hope the price remains same.Mavis 350 Oginal product. 👍READ MORE,5
6911,Classy product TrustableREAD MORE,5
6912,Must buy! bad qualityREAD MORE,3
6913,Fabulous! OK niceREAD MORE,3
6915,Classy product great productREAD MORE,5
6916,Terrific purchase bestREAD MORE,4
6917,Really Nice recommended to friend ..genuine productREAD MORE,4
6918,Mind-blowing purchase best quality.READ MORE,4
6919,Very Good best for the intermediate playerREAD MORE,4
6920,Brilliant good dealREAD MORE,5
6922,Worth the money very good productREAD MORE,5
6923,Perfect product! it's a nice product by YonexREAD MORE,5
6924,Terrific purchase nice products and thanks flipcart... for deliveryREAD MORE,4
6925,Highly recommended Prompt delivery and good packaging ...last time wrong and damaged shipment made ..but this time took corrective action..Thank you.READ MORE,5
6927,Just wow! super shuttleREAD MORE,4
6928,Highly recommended Very happy with the product ☺️READ MORE,5
6930,Best in the market! awesome nice productREAD MORE,5
6931,Classy product fast service.I received it in one dayREAD MORE,4
6932,Must buy! delivery not done how to give ratingREAD MORE,4
6933,Really Nice very nice productREAD MORE,5
6934,Brilliant nice oneREAD MORE,5
6935,Great product Genuine productREAD MORE,5
6936,Quality Very good & nice productREAD MORE,5
6938,Very Good product is nice...packing was worst..1 shuttle had broken inside for dat..delivered on assured day..still need to work on packaging aREAD MORE,5
6939,Classy product quality was goodREAD MORE,4
6940,Mind-blowing purchase fast delivery and nice productREAD MORE,5
6941,Value-for-money supetREAD MORE,5
6942,Good quality product Ideal Good bestREAD MORE,5
6944,Great product Perfect oneREAD MORE,5
6946,Excellent It is very good or u can say best also. I fell in water many time and its still working the bestREAD MORE,5
6947,Fabulous! Got original product from flip cartREAD MORE,5
6948,Fabulous! Thanks for speed dileviredREAD MORE,4
6952,Wonderful excellentREAD MORE,4
6953,Simply awesome very goodREAD MORE,5
6954,Excellent got the best price...thanks FKREAD MORE,5
6955,Very Good product as describedREAD MORE,5
6958,Brilliant Excellent delivered productREAD MORE,5
6959,Fabulous! its originalREAD MORE,5
6960,Great product Thank you flip card for the best product. Though it was my first shopping still then it was awesome.READ MORE,5
6961,Value-for-money best shuttle everREAD MORE,5
6962,"Brilliant fantastic original product, if you are having a doubt, just don't worry, go for it .READ MORE",5
6963,Hated it! greatREAD MORE,5
6964,Fair Nice product.. Delivered on time.. Thank you flipkartREAD MORE,5
6965,Must buy! good for practice...READ MORE,4
6966,Useless product no doubt universally the best.READ MORE,5
6967,Horrible Nice and original one.. Go. For itREAD MORE,5
6968,Highly recommended this product is amazing I love itREAD MORE,5
6969,Nice product good product ...READ MORE,5
6970,Fair a good one ..nice durabilityREAD MORE,5
6971,"Fabulous! Good, faster delivery... Thanks flipkart...READ MORE",4
6972,Wonderful worth of moneyREAD MORE,5
6973,Perfect product! received packing looseREAD MORE,1
6974,Unsatisfactory goodREAD MORE,3
6975,Great quality and genuine price!! it's a genuine and of good quality. go for itREAD MORE,5
6976,Terrific purchase many shuttles started having wobbly flight on second day of platingREAD MORE,1
6977,Wonderful Not goodREAD MORE,1
6978,Good choice Good product with on time delivery. Loved it.READ MORE,5
6979,Just okay i was ordered 2 pillars one was damaged but shuttle is goodREAD MORE,4
6980,Just wow! very goodREAD MORE,3
6982,Fabulous! nice productREAD MORE,5
6983,Highly recommended awesome product loved itREAD MORE,5
6984,"Classy product Waste product, ball so worst pls next time with good quality. Pls change the next time seller l.READ MORE",1
6985,Pretty good Great shuttles....Even better than the ones available in the shops right now..READ MORE,5
6986,Terrific Good quality shuttles were delivered and I am happy with the purchaseREAD MORE,5
6987,Worth every penny 👌👌👌READ MORE,5
6989,Delightful value for moneyREAD MORE,3
6990,Perfect product! shipped within 24 hours. thanks for the quick deliveryREAD MORE,5
6991,Wonderful really worth paying..best suited for outdoor and indoor as wellREAD MORE,5
6992,"Very Good Best one for this budget. Even though I am a badminton novices, I still could feel the difference between this shuttle and other products.This is has very similar characteristics to a feather shuttle but lasts much longer.READ MORE",5
6993,Mind-blowing purchase It's goodREAD MORE,5
6996,Nice product very nice shuttleREAD MORE,5
6998,Just wow! Good. User friendlyREAD MORE,5
6999,Perfect product! satisfiedREAD MORE,4
7000,Brilliant durable and happy with this product.READ MORE,5
7001,Hi good qualityREAD MORE,5
7002,Delightful nice productREAD MORE,4
7003,Does the job good qualityREAD MORE,5
7006,Brilliant Nice shuttleREAD MORE,4
7008,Highly recommended good shuttlecock.... Can play 8-9 regerous games....READ MORE,5
7009,Nice product v goodREAD MORE,5
7010,Terrific purchase good one.READ MORE,5
7011,Must buy! Value for moneyREAD MORE,5
7012,Must buy! Nice cpcks working goodREAD MORE,4
7013,Super! thats goodREAD MORE,3
7014,Simply awesome It's just what I wanted. Prompt delivery.READ MORE,5
7015,Mind-blowing purchase OutstandingREAD MORE,5
7016,Delightful good product at  low cost in comparision to marketREAD MORE,5
7018,Must buy! genuine. good product and serviceREAD MORE,5
7019,Worth every penny Nice....READ MORE,4
7020,Fabulous! Very good for both professionals and for training alsoREAD MORE,5
7021,Mind-blowing purchase Thank you. Nice to have at that price.READ MORE,5
7022,Good choice good product in low priceREAD MORE,5
7023,Fabulous! excellent product.simply we get cheaper than market.READ MORE,5
7024,Awesome very good. rate relatively lessREAD MORE,5
7025,Best For Practice thanks to flipkartREAD MORE,5
7027,Simply awesome good productREAD MORE,4
7028,Simply awesome WowREAD MORE,5
7030,A Very Decent Choice with a reasonable price. GoodREAD MORE,5
7031,Worth every penny gud nice product better to play for training purposesREAD MORE,5
7032,Best in the market! Good for intermediate players. A shuttle lasts for 4 to 6 games.READ MORE,4
7033,Brilliant Received Original productREAD MORE,5
7034,Best delivery very gugREAD MORE,5
7035,Super! Good Shuttle for BeginnersREAD MORE,4
7036,Must buy! very..good productREAD MORE,5
7037,Must buy! Best productREAD MORE,5
7039,Best in the market! Perfect for meREAD MORE,5
7040,Worth the money Found with a Decent price at Flipkart and The Manufacturing date was only three months old. So I am very satisfied with this deal.READ MORE,5
7041,Excellent very goodREAD MORE,5
7043,"Simply awesome prfect product, perfect delivery.READ MORE",5
7044,Excellent Shuttles are goodREAD MORE,4
7045,Delightful Superb product and love the fast serive of flipkartREAD MORE,5
7046,Terrific purchase Get Best priceREAD MORE,5
7047,Must buy! Got it delivered very next day..good quality shuttle at this priceREAD MORE,5
7048,Very Good Timely complete service..READ MORE,5
7049,"Perfect product! Nice product,READ MORE",5
7050,Good deal very niceREAD MORE,4
7051,Genuine product best shuttleREAD MORE,5
7052,Just wow! Good  for Daily practiceREAD MORE,5
7053,Must buy! Excellent product.READ MORE,5
7054,Decent product niceREAD MORE,5
7055,Best shuttle for daily badminton practice goodREAD MORE,4
7057,Highly recommended I got what I have expected.....READ MORE,5
7058,Unsatisfactory nice productREAD MORE,4
7059,Awesome quality productREAD MORE,5
7060,Pretty good On time delivery and 699/- is a good price.READ MORE,5
7061,Just wow! Received product in excellent condition. Good packing and quick delivery. Keep it up Flipkart.READ MORE,5
7063,Shuttles are duplicate not a yonex delivery is fast as expected... tq ekart logisticsREAD MORE,5
7065,"Mind-blowing purchase Great product at best price at Rs 699 in Flipkart. They new stock as well. The shuttle is slow which is good. Also, the advantage of using this shuttle is that most tournaments hosted here in India at intermediate plus level use Yonex Mavis 350.READ MORE",5
7066,"Mind-blowing purchase perfectly suitable for outdoor, but there is not much diff with local storesREAD MORE",5
7067,Fair Awesome product at this price and amazing services. Love you Flipkart.READ MORE,5
7068,Perfect product! bad productREAD MORE,1
7070,Highly recommended ExcellentREAD MORE,4
7071,Brilliant Marvelous goodREAD MORE,5
7072,"Classy product product is OK, nicely packed.READ MORE",5
7073,Worth the money This is duplicate product Shuttles are too fast like Red capPls dont buyREAD MORE,1
7074,"Worst experience ever! packing was awesome,no destruction in shuttle,great service,READ MORE",5
7076,Wonderful nycREAD MORE,5
7077,All shuttle is not good he is mixing We are playing with mavis 350 from last 5 years. I am buying mavis 350 from flipkart since last 3 years. Off late the quality of shuttles have degraded. The shuttles bought from flipkart are not slow as expected and are quite fast which makes them useless in hardly a game or two. The same when bought from store does not have such problem. This makes me doubt about the quality of shuttles.READ MORE,3
7078,Expected a better product good oneREAD MORE,5
7079,Super! good qualityREAD MORE,4
7080,Super! it is goodREAD MORE,5
7081,Nice product exellent productREAD MORE,5
7082,Worth the money Simply the best oneREAD MORE,5
7083,Decent product Nice one long lastingREAD MORE,4
7084,Pretty good nice no wobbling  fly is perfect its orginal and some one boxes quality is badREAD MORE,1
7085,Disappointed. Duplicate. Quality productREAD MORE,4
7086,Duplicate shuttles on time delivery. The product is original. 100% genuine.READ MORE,5
7087,"Worth the money The seller is mixing good one with duplicates, 3 shuttle out of 6 was of fluctuation speed.  Means flight was not ok,  I almost bought 6 bundles, In kerala official rate 730, but he will give it for 699READ MORE",2
7088,Awesome Product quality is not goodREAD MORE,2
7089,Terrific purchase First class...:)READ MORE,5
7090,Super! NYC and original shuttle.READ MORE,5
7091,Good choice condition is good but is available in market on the same priceREAD MORE,4
7092,Classy product it's goodREAD MORE,4
7093,Very Good Not badREAD MORE,3
7094,Mind-blowing purchase ratewise excellent.READ MORE,4
7095,Nice product Very disappointed with the shuttle quality. 3/6 shuttles wobble in the air. Zero starsREAD MORE,1
7096,"Worst experience ever! I have bought it on Flipkart, I used the shuttle but 2 out of 6 shuttles were very bad and remaining 4 also lasted for half the time how the other original shuttles use to go.READ MORE",1
7097,"Not good good quality, durable and lasting..READ MORE",4
7100,Decent product ExcellentREAD MORE,5
7101,Good Very goodREAD MORE,4
7102,"Pretty good Excellent,  but price should be a little bit less.READ MORE",5
7103,Must buy! good n genuine productREAD MORE,4
7104,"Brilliant very fast delivery,  thanks flipcartREAD MORE",5
7106,Just wow! Third class product sent by flipkart. this time shuttle did not continue more than 2 days.READ MORE,1
7107,Simply awesome GoodREAD MORE,2
7110,Worth every penny goodREAD MORE,3
7111,Must buy! Good one in the pack one or two are not having the correct flightREAD MORE,4
7112,Terrible product good one. neat packaing..fast deliveryREAD MORE,4
7113,Awesome Magnificent ProductsREAD MORE,5
7114,Simply awesome After buying with multiple buyers this time found genuine shuttle thanks a lot to flipkartREAD MORE,5
7115,Pretty good gd product.. value for moneyREAD MORE,5
7116,Mind-blowing purchase price are less than delerREAD MORE,5
7117,Nice product good for regular usage in indoorREAD MORE,5
7122,Terrific product was not goodREAD MORE,1
7123,Moderate The quality is so good. We are professional but still it lasts for long time.READ MORE,5
7124,Pretty good best quality in low priseREAD MORE,5
7125,Useless product thanks flipkartREAD MORE,4
7126,Excellent highly worthREAD MORE,5
7127,Worth every penny I used 5 out of 6shuttles ... I felt goodREAD MORE,4
7128,Just okay vry gud product n delivery superbREAD MORE,4
7129,Super! its good productREAD MORE,5
7130,Don't waste your money very goodREAD MORE,4
7131,Fair good shuttleREAD MORE,5
7133,Delightful Bad productREAD MORE,2
7135,Really Nice worst shuttle waste of moneyREAD MORE,1
7136,Thank ExcellentREAD MORE,5
7137,Classy product It really goodREAD MORE,5
7138,Fabulous! it's okREAD MORE,3
7139,Must buy! satisfiedREAD MORE,5
7142,"Must buy! I am sorry for returned product which you sent to me,without seeing inside,you already sent one box,please send the remaining 3 boxesREAD MORE",5
7143,Super! ThanksREAD MORE,4
7144,Super..... Good but. Old stock productsREAD MORE,4
7147,Excellent good quality thank you FlipkartREAD MORE,5
7148,Excellent these shuttles are as good as feather shuttle in flight and life is good as wellREAD MORE,5
7149,Brilliant very good product....READ MORE,5
7150,"Very Good Express delivery,. good keep it upREAD MORE",5
7151,Good quality product Good productlife is better and well balanced..speed is also good..shuttle is it is what I'm aspecting..READ MORE,5
7153,Highly recommended nice for people who paly regularly massive shots last long and goofREAD MORE,5
7156,Just wow! Not genuine but ok for intermediate playersREAD MORE,2
7157,Terrific purchase thanksREAD MORE,5
7158,Don't waste your money this product was very good . quality is very good .but delivery was too lateREAD MORE,5
7159,Awesome Good I  am going to try and get a few things in this cartREAD MORE,5
7160,Great product good productREAD MORE,4
7161,Worth every penny goodqualityREAD MORE,4
7162,Wonderful Good.READ MORE,4
7163,Best in the market! Good product and Fast delivery.I like FlipkartREAD MORE,5
7164,Fair Nice productREAD MORE,5
7165,Wonderful Good product to haveREAD MORE,4
7167,Great product bestREAD MORE,5
7168,Must buy! Don't buyREAD MORE,1
7169,Simply awesome original product delivered by sallerREAD MORE,5
7170,Great product Nice and goodREAD MORE,5
7171,Mind-blowing purchase yonex mavis 350 goodREAD MORE,5
7173,Highly recommended very good product and nice sellerREAD MORE,5
7174,Great product quality not so gudREAD MORE,3
7175,Good quality product Really good product..but all shuttles are not of same qualityREAD MORE,4
7176,"Value-for-money great shuttle, durable & perfect balanced...READ MORE",5
7177,Classy product 350yonex bestREAD MORE,5
7178,Just wow! Must buyREAD MORE,5
7179,Unsatisfactory Good product.. All good.READ MORE,5
7180,Classy product very gd productsREAD MORE,5
7181,Just wow! Original ProductsREAD MORE,5
7182,Very Good Good one as expected.READ MORE,5
7184,Excellent As usual Great. On-time delivery.READ MORE,5
7186,Good thank you .... Nice productREAD MORE,4
7187,Best in the market! Good quality...READ MORE,5
7188,Good quality product Wonderful product!!READ MORE,5
7189,Pretty good I was sent with a broken seal box and used shuttles.. very disappointed.READ MORE,1
7190,Worth it orginal. i am satisfiedREAD MORE,5
7191,Value-for-money Nice and original productREAD MORE,5
7192,Mind-blowing purchase GdREAD MORE,4
7193,Just wow! Nice 350READ MORE,5
7194,Simply awesome Good priceREAD MORE,5
7195,Mind-blowing purchase good quality with reasonable priceREAD MORE,4
7196,Awesome I have received it in time. But doubtful if its original or notREAD MORE,3
7197,Good quality product best shuttle for middle class people :DREAD MORE,5
7199,"Good Good Product , Value for money.READ MORE",4
7200,Good quality product Awsm product. Shuttles are very strong love to play with it.READ MORE,5
7201,"Worth every penny Good product , bought this product many times but sometimes I can clearly see the product to product variationREAD MORE",4
7203,Best shuttle to play goodREAD MORE,5
7204,Just wow! very good and fresh stockREAD MORE,5
7205,Just wow! genuine productREAD MORE,5
7206,Classy product Good packing and orginal yonex product..READ MORE,5
7207,Perfect product! good productREAD MORE,4
7208,Good quality product perfect for outdoor tooREAD MORE,5
7209,Worth every penny Shuttle is fastREAD MORE,4
7210,Awesome Good product . but delay in delivery.READ MORE,5
7211,Perfect product! Nice ProductREAD MORE,5
7212,Pretty good A better rate than in open market.READ MORE,5
7213,Must buy! For outdoor it is best good for playing matches with friendsREAD MORE,5
7215,Terrific very nice productsREAD MORE,5
7216,Very Good superb....READ MORE,5
7217,Really Nice AwesomeREAD MORE,5
7218,Highly recommended Quick delivery Well doneREAD MORE,4
7219,Best in the market! Good genuine productREAD MORE,5
7220,"Worth every penny Nice, good, fast delivery, low priceREAD MORE",5
7221,Just wow! so niceREAD MORE,5
7223,Classy product Excellent quality...as expected!READ MORE,5
7224,Great product not up to the markREAD MORE,3
7225,Really Nice produt is good but delivery is very very bad......shameREAD MORE,5
7227,Very Good good oneREAD MORE,4
7228,Brilliant Good and best priceREAD MORE,5
7229,Fabulous! Very very goodREAD MORE,5
7230,Perfect product! well made shuttles. may last 2 months eachREAD MORE,5
7231,Classy product genuine product and quality is good. Thanks FlipkartREAD MORE,5
7232,"Awesome Yonex Mavish 350 with Green Cap Nylon Shuttle is fit not only for a beginner but also for a good player of Badminton. Go for it, it will not disappoint you.READ MORE",5
7234,"Did not meet expectations best quality. quality products, quick delivery, very happy.READ MORE",5
7235,Classy product Good oneREAD MORE,4
7236,Terrific purchase price is highREAD MORE,4
7237,"Good package was perfectly packed, but in transition got slight damage in outer box onlyREAD MORE",4
7238,Worth every penny Superb quality..got my money's worth...thank you!READ MORE,5
7239,Just wow! totally satisfied with the productREAD MORE,5
7240,Good choice it's goodREAD MORE,5
7241,Simply awesome niceREAD MORE,5
7242,Mind-blowing purchase No worries.Good packing.Didnt face any issue with the product.READ MORE,5
7243,Perfect product! very bad shuttle and heavy weightREAD MORE,2
7244,Good product Get open box.. shuttle .uumm.. ok..i know this 350 mavis is ausam..but when start game this shuttle is BUBBLING.. All shuttles BUBBLING.. MEAN TO SAY DIRECTIVE PCSREAD MORE,1
7245,Terrific Right choice for outdoor gameREAD MORE,5
7246,Genuine Product Very nice packed and fast delivery good filpkartREAD MORE,5
7247,Great product niceREAD MORE,3
7248,Just okay good productREAD MORE,5
7249,Fair excellent...READ MORE,5
7250,Awesome Quality is goodREAD MORE,4
7251,"Good Cheked with sunrise, genuine product.READ MORE",5
7252,Excellent Delivered before time. Very good deal. Awaiting such more deals.READ MORE,5
7253,Worth the money oxREAD MORE,5
7254,Must buy! They r goodREAD MORE,4
7255,Pretty good Very good qualityREAD MORE,5
7256,Does the job Genuine product.READ MORE,5
7257,Perfect product! Super Fast delivery and also best quality shuttlecocksREAD MORE,5
7258,Perfect product! midium  qualityREAD MORE,3
7259,Delightful goodREAD MORE,3
7260,Just okay It is a brilliant productREAD MORE,5
7261,Terrific the shuttles are not good and the quality is also not goodREAD MORE,3
7262,Best Price.. Good oneREAD MORE,5
7264,Nice product original qualityREAD MORE,5
7265,Hated it! Long lasting. Better performanceREAD MORE,4
7266,Super! This product are breakableREAD MORE,2
7268,"Just wow! Must say, these are the nicest shuttles for the price I paid. Long lasting.READ MORE",5
7271,Brilliant awesome!!READ MORE,5
7272,Very Good These are Good For Who can't afford FeathersREAD MORE,5
7275,Super! Worst product ever purchased till now.hard lower part of the shutttles (4) is not fixed properly. Only the ist shuttle in the box is of proper quality rest are very bad in quality.READ MORE,1
7276,Highly recommended It was Genuine Yonex I confirmed it on website The Plastic quality is soft and The Base Crock is less poursREAD MORE,5
7277,Very poor Great productREAD MORE,5
7278,Worth the money excellent for practice...!READ MORE,5
7279,Excellent Nice product and durabilityREAD MORE,4
7280,Worthless Genuine product. Very fine quality.READ MORE,5
7281,Nice product with great delivery good  as expectedREAD MORE,5
7282,Wonderful value for moneyREAD MORE,4
7283,Simply awesome Awesome! and Excellent packaging for delicate item. Full marks to flipkart :)READ MORE,5
7284,Value-for-money Very cheap nd good shuttleREAD MORE,5
7285,Good product at reasonable prices. good qualityREAD MORE,5
7286,Really Nice Nice product..seems originalREAD MORE,5
7287,Excellent quality is not upto the markREAD MORE,1
